left_context,right_context
"The horror of being blocked up at Randalls, while her children were at Hartfield, was full in her imagination; and fancying the road to be now just passable for adventurous people, but in a state that admitted no delay, she was eager to have it settled, that her father and Emma should remain at Randalls, while she and her husband set forward instantly through all the possible accumulations of drifted snow that might impede them."," ""Indeed!"""
"I could change my shoes, you know, the moment I got home; and it is not the sort of thing that gives me cold.""", Isabella turned to Mrs. Weston for her approbation of the plan.
"He was satisfied of there being no present danger in returning home, but no assurances could convince him that it was safe to stay; and while the others were variously urging and recommending, Mr. Knightley and Emma settled it in a few brief sentences: thus--"," ""I am ready, if the others are."""
"He was satisfied of there being no present danger in returning home, but no assurances could convince him that it was safe to stay; and while the others were variously urging and recommending, Mr. Knightley and Emma settled it in a few brief sentences: thus--  ""Your father will not be easy; why do not you go?"""," ""Shall I ring the bell?"""
"""I am ready, if the others are."""," ""Yes, do."""
"""Shall I ring the bell?"""," And the bell was rung, and the carriages spoken for."
"Accordingly, with a mixture of the serious and the playful, which she hoped would best suit his half and half state, she replied,"," ""Miss Smith!--message to Miss Smith!--What could she possibly mean!"""
"you forget yourself--you take me for my friend--any message to Miss Smith I shall be happy to deliver; but no more of this to _me_, if you please.""","-And he repeated her words with such assurance of accent, such boastful pretence of amazement, that she could not help replying with quickness,  ""Mr. Elton, this is the most extraordinary conduct!"
"--And he repeated her words with such assurance of accent, such boastful pretence of amazement, that she could not help replying with quickness,"," But Mr. Elton had only drunk wine enough to elevate his spirits, not at all to confuse his intellects."
"As she thought less of his inebriety, she thought more of his inconstancy and presumption; and with fewer struggles for politeness, replied,"," ""Good Heaven!"""
"Believe me, sir, I am far, very far, from gratified in being the object of such professions."""," It would be impossible to say what Emma felt, on hearing this--which of all her unpleasant sensations was uppermost."
"She was too completely overpowered to be immediately able to reply: and two moments of silence being ample encouragement for Mr. Elton's sanguine state of mind, he tried to take her hand again, as he joyously exclaimed--"," ""No, sir,"" cried Emma, ""it confesses no such thing."
"It confesses that you have long understood me."""," ""Never, madam,"" cried he, affronted in his turn: ""never, I assure you."
"Am I to believe that you have never sought to recommend yourself particularly to Miss Smith?--that you have never thought seriously of her?"""," ""Encouragement!--I give you encouragement!--Sir, you have been entirely mistaken in supposing it."
"I need not so totally despair of an equal alliance, as to be addressing myself to Miss Smith!--No, madam, my visits to Hartfield have been for yourself only; and the encouragement I received--"""," He was too angry to say another word; her manner too decided to invite supplication; and in this state of swelling resentment, and mutually deep mortification, they had to continue together a few minutes longer, for the fears of Mr. Woodhouse had confined them to a foot-pace."
"Every part of it brought pain and humiliation, of some sort or other; but, compared with the evil to Harriet, all was light; and she would gladly have submitted to feel yet more mistaken--more in error--more disgraced by mis-judgment, than she actually was, could the effects of her blunders have been confined to herself.", How she could have been so deceived!--He protested that he had never thought seriously of Harriet--never!
"She was quite concerned and ashamed, and resolved to do such things no more."," She stopt to blush and laugh at her own relapse, and then resumed a more serious, more dispiriting cogitation upon what had been, and might be, and must be."
