left_context,right_context
"Let me return your congratulations.--I assure you that I have heard the news with the warmest interest and satisfaction.--He is a man whom I cannot presume to praise."" Emma was delighted, and only wanted him to go on in the same style; but his mind was the next moment in his own concerns and with his own Jane, and his next words were,"," ""I have always admired her complexion,"" replied Emma, archly; ""but do not I remember the time when you found fault with her for being so pale?--When we first began to talk of her.--Have you quite forgotten?"" ""Oh!"
"It is a most uncommon complexion, with her dark eye-lashes and hair--a most distinguishing complexion! So peculiarly the lady in it.--Just colour enough for beauty."""," ""Oh! no--what an impudent dog I was!--How could I dare--""  But he laughed so heartily at the recollection, that Emma could not help saying,  ""I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you."""
"So peculiarly the lady in it.--Just colour enough for beauty."" ""I have always admired her complexion,"" replied Emma, archly; ""but do not I remember the time when you found fault with her for being so pale?--When we first began to talk of her.--Have you quite forgotten?"""," But he laughed so heartily at the recollection, that Emma could not help saying,  ""I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you."" ""Oh!"
"""Oh! no--what an impudent dog I was!--How could I dare--""  But he laughed so heartily at the recollection, that Emma could not help saying,"," ""Oh! no, no, no--how can you suspect me of such a thing?"
"""Oh! no--what an impudent dog I was!--How could I dare--""  But he laughed so heartily at the recollection, that Emma could not help saying,  ""I do suspect that in the midst of your perplexities at that time, you had very great amusement in tricking us all.--I am sure you had.--I am sure it was a consolation to you."""," ""Not quite so miserable as to be insensible to mirth. I am sure it was a source of high entertainment to you, to feel that you were taking us all in.--Perhaps I am the readier to suspect, because, to tell you the truth, I think it might have been some amusement to myself in the same situation."
"no, no, no--how can you suspect me of such a thing? I was the most miserable wretch!"""," He bowed. ""If not in our dispositions,"" she presently added, with a look of true sensibility, ""there is a likeness in our destiny; the destiny which bids fair to connect us with two characters so much superior to our own."""
"I think there is a little likeness between us."" He bowed."," ""True, true,"" he answered, warmly. ""No, not true on your side."
"He bowed. ""If not in our dispositions,"" she presently added, with a look of true sensibility, ""there is a likeness in our destiny; the destiny which bids fair to connect us with two characters so much superior to our own."""," ""Very beautiful, indeed,"" replied Emma; and she spoke so kindly, that he gratefully burst out,  ""How delighted I am to see you again! and to see you in such excellent looks!--I would not have missed this meeting for the world."
"I am resolved to have some in an ornament for the head. Will not it be beautiful in her dark hair?""","replied Emma; and she spoke so kindly, that he gratefully burst out,  ""How delighted I am to see you again! and to see you in such excellent looks!--I would not have missed this meeting for the world."
"Will not it be beautiful in her dark hair?"" ""Very beautiful, indeed,"" replied Emma; and she spoke so kindly, that he gratefully burst out,"," The others had been talking of the child, Mrs. Weston giving an account of a little alarm she had been under, the evening before, from the infant's appearing not quite well. She believed she had been foolish, but it had alarmed her, and she had been within half a minute of sending for Mr. Perry."
"It was a pity, perhaps, that he had not come last night; for, though the child seemed well now, very well considering, it would probably have been better if Perry had seen it."" Frank Churchill caught the name."," Emma soon recollected, and understood him; and while she joined in the laugh, it was evident from Jane's countenance that she too was really hearing him, though trying to seem deaf. ""Such an extraordinary dream of mine!"""
"Perry?--Has he been here this morning?--And how does he travel now?--Has he set up his carriage?"" Emma soon recollected, and understood him; and while she joined in the laugh, it was evident from Jane's countenance that she too was really hearing him, though trying to seem deaf."," Jane was forced to smile completely, for a moment; and the smile partly remained as she turned towards him, and said in a conscious, low, yet steady voice,  ""How you can bear such recollections, is astonishing to me!--They _will_ sometimes obtrude--but how you can court them!"" He had a great deal to say in return, and very entertainingly; but Emma's feelings were chiefly with Jane, in the argument; and on leaving Randalls, and falling naturally into a comparison of the two men, she felt, that pleased as she had been to see Frank Churchill, and really regarding him as she did with friendship, she had never been more sensible of Mr. Knightley's high superiority of character."
